id,aluno_id,disciplina,media_final,percentual_presenca,ano_letivo
5682922e-b2f2-493e-b63a-91ede25d9302,6fcc845b-1f3c-4c01-99dd-03c749155205,Matemática,10,97,2026
1502a960-1032-4d79-9f65-beeac812f85d,6fcc845b-1f3c-4c01-99dd-03c749155205,Português,9.1,76,2026
3ea0da21-30ab-47ad-886e-d4641ca47115,6fcc845b-1f3c-4c01-99dd-03c749155205,História,8.6,73,2026
db3453ec-f1c2-45e2-a32a-b24692ab0360,6fcc845b-1f3c-4c01-99dd-03c749155205,Física,4.4,75,2026
efe3ef9c-5e9a-4197-a409-77f06005f83f,6fcc845b-1f3c-4c01-99dd-03c749155205,Química,10,86,2026
c4461572-b3a8-426d-98e2-1c7f2b584bbf,20a98162-01b9-4c0d-ab6e-750b35a4cb2b,Matemática,6.7,87,2026
12f8d2dc-5802-4f80-a91f-bcc4342be4fe,20a98162-01b9-4c0d-ab6e-750b35a4cb2b,Português,2.5,95,2026
5554c3bd-19ce-4b89-8da6-f69620865f87,20a98162-01b9-4c0d-ab6e-750b35a4cb2b,História,10,90,2026
53609765-f815-49bb-bd35-ea88aad2df2b,20a98162-01b9-4c0d-ab6e-750b35a4cb2b,Física,10,73,2026
5d9b3a5b-0fba-425c-abf7-8a8c8261319a,20a98162-01b9-4c0d-ab6e-750b35a4cb2b,Química,4.1,85,2026
2a6bc86e-c7f8-4ba6-9eeb-c3a13e0c7178,71807d59-8df6-4857-b4c8-009bd314ffef,Matemática,5.6,82,2026
4ff0da1e-81e3-4eae-b5b7-d30688913c9d,71807d59-8df6-4857-b4c8-009bd314ffef,Português,2.5,81,2026
ba438265-a6df-48d0-b9c1-e536bd8489dd,71807d59-8df6-4857-b4c8-009bd314ffef,História,6.6,87,2026
8edc879f-054a-4da4-b5fb-59d7345fdbfd,71807d59-8df6-4857-b4c8-009bd314ffef,Física,6.6,76,2026
4cf4e437-37b1-4c56-9ebb-55c4a1d78002,71807d59-8df6-4857-b4c8-009bd314ffef,Química,1.2,99,2026
4c3e04c7-a25c-425e-936e-09f6f88cfb30,e5b3a8bf-5c3d-4637-b86f-7c6dd9400f84,Matemática,8.1,95,2026
ee62dcff-6d63-495d-87d8-e660846ed312,e5b3a8bf-5c3d-4637-b86f-7c6dd9400f84,Português,6,83,2026
b80a8b11-094b-4a9e-bd22-95062ced6ffe,e5b3a8bf-5c3d-4637-b86f-7c6dd9400f84,História,9.2,97,2026
fc391d68-cf0f-4c55-93aa-1be7aea178d1,e5b3a8bf-5c3d-4637-b86f-7c6dd9400f84,Física,3.9,67,2026
423c7d05-a163-4832-93ec-388830eee9ac,e5b3a8bf-5c3d-4637-b86f-7c6dd9400f84,Química,10,86,2026
d36a450c-5d65-4aa5-8eb0-95464628a415,6442e180-722a-40dc-a506-207a784f22d2,Matemática,10,97,2026
ae355459-af47-450f-9686-af53cd6b6375,6442e180-722a-40dc-a506-207a784f22d2,Português,10,88,2026
c8884e84-3668-4b4c-86e5-4fef82b7fee8,6442e180-722a-40dc-a506-207a784f22d2,História,10,71,2026
08a949b3-2061-43ab-a2fc-8f28ba821a6b,6442e180-722a-40dc-a506-207a784f22d2,Física,3.1,70,2026
cfb4a49f-9813-477f-a4c3-2f234640ce9d,6442e180-722a-40dc-a506-207a784f22d2,Química,7.9,88,2026
1e0058d9-3829-4923-bd95-d5036a233808,8a1a8e51-51f9-417a-8c73-be584ae3a190,Matemática,9.5,81,2026
536a40bb-902a-415b-81ba-69d4b847362c,8a1a8e51-51f9-417a-8c73-be584ae3a190,Português,9,87,2026
2d2fc97e-68bb-4df2-9ea9-506a6bd7d620,8a1a8e51-51f9-417a-8c73-be584ae3a190,História,10,71,2026
d28662b7-4011-41c0-931f-eccdd0170afb,8a1a8e51-51f9-417a-8c73-be584ae3a190,Física,0.4,75,2026
5422a462-97ce-4210-9985-7169f3bc5ae2,8a1a8e51-51f9-417a-8c73-be584ae3a190,Química,10,77,2026
0538ba37-4505-48a4-b60d-31ffe195f75a,5a98e49c-54f4-4a30-b468-7964d5aed00c,Matemática,9.9,86,2026
331b02ed-3775-4e4d-984f-757f4629a8dc,5a98e49c-54f4-4a30-b468-7964d5aed00c,Português,5.7,77,2026
f15992f6-335b-49e9-8c02-f8e766160396,5a98e49c-54f4-4a30-b468-7964d5aed00c,História,3.6,74,2026
d2a510f9-55b2-4346-9e66-b2a4de456a55,5a98e49c-54f4-4a30-b468-7964d5aed00c,Física,3.1,96,2026
7dcb885e-c075-48ba-9e12-ed49e76ff9d1,5a98e49c-54f4-4a30-b468-7964d5aed00c,Química,10,93,2026
930a79c4-39e7-4a80-a661-4da7c23ad815,91782910-f706-4a71-b1f3-80189dc334db,Matemática,7.1,86,2026
a4a3d0d2-924f-4df5-93dd-7fc78a6dc188,91782910-f706-4a71-b1f3-80189dc334db,Português,2.4,89,2026
cc88ed72-1bea-40de-80f2-0db7744bd78e,91782910-f706-4a71-b1f3-80189dc334db,História,5.5,95,2026
cbff8f48-e479-4794-8b7d-5465f8dbd3d7,91782910-f706-4a71-b1f3-80189dc334db,Física,10,76,2026
3bb0248b-4974-4213-a856-6b2c43864698,91782910-f706-4a71-b1f3-80189dc334db,Química,2.8,64,2026
64ee4bf3-2e41-4ee5-8df9-3670d81dee1d,25869256-e7d1-45ec-84b5-87bea549f507,Matemática,3.5,77,2026
9b34f27e-d89c-4b74-a7d1-385a4005d3b1,25869256-e7d1-45ec-84b5-87bea549f507,Português,6.7,88,2026
d350290e-3d85-435d-a723-a8380da3fbc0,25869256-e7d1-45ec-84b5-87bea549f507,História,10,83,2026
991ce37b-5285-48aa-a215-c48c82e79c7e,25869256-e7d1-45ec-84b5-87bea549f507,Física,9.2,78,2026
be5f19a4-654d-4a52-a1c4-e9f8b88e2fa2,25869256-e7d1-45ec-84b5-87bea549f507,Química,9.5,100,2026
7eb48306-5e03-44b4-86d9-a16218682062,f98ec44f-050c-433d-a278-48ddf4136656,Matemática,5.3,75,2026
3e04d1be-60f7-41a1-ae56-c8730868f1c6,f98ec44f-050c-433d-a278-48ddf4136656,Português,2.7,92,2026
ad11cd9a-2753-4275-9fff-d3feb4e6232f,f98ec44f-050c-433d-a278-48ddf4136656,História,10,89,2026
9bceb8a0-5d25-4460-9946-eb314a52cbcc,f98ec44f-050c-433d-a278-48ddf4136656,Física,9.4,87,2026
c62cae62-2f79-4fe3-882b-5774f53620b6,f98ec44f-050c-433d-a278-48ddf4136656,Química,4.6,89,2026
ab530a3e-6b0f-4e51-8fbe-5b6e754cdef8,b15fafa9-723a-4c57-a59b-aafc173eab03,Matemática,7.8,83,2026
b45d08ef-a697-4777-8ee0-b7c85dec3303,b15fafa9-723a-4c57-a59b-aafc173eab03,Português,6.1,98,2026
0f0563ef-dde3-47f1-bb8e-3d04d6baf5f2,b15fafa9-723a-4c57-a59b-aafc173eab03,História,9.8,82,2026
4744a8c1-14b9-48c9-b2df-72c73593396a,b15fafa9-723a-4c57-a59b-aafc173eab03,Física,7.6,70,2026
dfadc0c9-0289-4aea-a944-4adc4fff56e0,b15fafa9-723a-4c57-a59b-aafc173eab03,Química,10,70,2026
af438493-1102-4a19-8e69-81978acdfb65,928db8db-0367-41d0-998e-4f5ba4e096f7,Matemática,6.5,96,2026
c17449ab-2976-47ef-a5d4-7e38fad9e79c,928db8db-0367-41d0-998e-4f5ba4e096f7,Português,9.3,70,2026
ca8f1e16-aa1f-485f-a8aa-ea8feb0d8944,928db8db-0367-41d0-998e-4f5ba4e096f7,História,10,92,2026
a5958198-51e3-46b4-b9c0-0d8d93e561ea,928db8db-0367-41d0-998e-4f5ba4e096f7,Física,4.3,60,2026
c1a1974b-d658-45ae-9bdb-b193656e9d58,928db8db-0367-41d0-998e-4f5ba4e096f7,Química,7,89,2026
02793416-44ec-4fa6-bcd5-bc4f7c25502d,45e2ef08-ca57-46fb-9fc0-633393d9226c,Matemática,3.8,68,2026
751d525a-a63d-4fa9-a641-1d01187831e6,45e2ef08-ca57-46fb-9fc0-633393d9226c,Português,3.3,76,2026
1032ca06-95b1-48f5-9f32-4c2aeddb37ef,45e2ef08-ca57-46fb-9fc0-633393d9226c,História,6.2,71,2026
5ee805c7-6354-4311-aef6-0ef6673b0f83,45e2ef08-ca57-46fb-9fc0-633393d9226c,Física,4.9,83,2026
e9e127e7-6e8b-417b-9fd7-ddfb1ed6ac4b,45e2ef08-ca57-46fb-9fc0-633393d9226c,Química,6,78,2026
82d3aa33-02b5-470c-8523-43671095dad0,bd3cd035-795d-4237-933c-c26cea78fb44,Matemática,3.8,72,2026
f9785726-f70c-4d18-9f02-7843329204bd,bd3cd035-795d-4237-933c-c26cea78fb44,Português,10,73,2026
78325b5c-1743-4053-bd86-4861ba6636db,bd3cd035-795d-4237-933c-c26cea78fb44,História,6.8,92,2026
5b8c79a9-ec1e-498d-8578-46966b2e3230,bd3cd035-795d-4237-933c-c26cea78fb44,Física,3,63,2026
e1491b28-b070-4c92-ac85-55f83dacae87,bd3cd035-795d-4237-933c-c26cea78fb44,Química,10,72,2026
32ba0bbf-b0e8-4188-9ded-ba77d7b6e9ae,39f98591-0f9b-4de9-af61-806ee9d64208,Matemática,10,73,2026
30062f77-f5fb-41f8-823d-f79094282248,39f98591-0f9b-4de9-af61-806ee9d64208,Português,6.9,100,2026
3cd5e028-85b8-43ac-8558-dd1f149e295e,39f98591-0f9b-4de9-af61-806ee9d64208,História,7.4,99,2026
18b948c3-8cce-4c98-a736-7cf7116c94d1,39f98591-0f9b-4de9-af61-806ee9d64208,Física,8.2,98,2026
9658165d-08c6-45ec-b017-da57b66ec562,39f98591-0f9b-4de9-af61-806ee9d64208,Química,4.4,77,2026
55b0da87-196a-41e7-bc4c-e3a767c9a8ae,9fa46aa2-6c55-4ed0-b984-377cb69cf8fc,Matemática,6.1,81,2026
62aeaa21-86a9-4e51-b955-dd3bb524172e,9fa46aa2-6c55-4ed0-b984-377cb69cf8fc,Português,5.4,92,2026
4b610dcf-2fdc-4cd9-ae97-47da8b33bba8,9fa46aa2-6c55-4ed0-b984-377cb69cf8fc,História,10,100,2026
5711a1be-6ef5-458c-b727-a22e7a1eda11,9fa46aa2-6c55-4ed0-b984-377cb69cf8fc,Física,3.9,79,2026
2db21caa-d3c1-4935-874d-b00241f15b26,9fa46aa2-6c55-4ed0-b984-377cb69cf8fc,Química,2.8,100,2026
534fb4db-6817-45e7-8bc8-e34bf32f22d5,0104f45b-517b-49a8-afaf-f97783240bae,Matemática,7.1,90,2026
4a56c47f-9baf-42e6-9894-f96bbea61c7e,0104f45b-517b-49a8-afaf-f97783240bae,Português,8.5,96,2026
3af5a5ce-970c-411e-8045-f0a5c7082544,0104f45b-517b-49a8-afaf-f97783240bae,História,10,90,2026
084fe25d-3524-4792-ad49-16ab9e9f5324,0104f45b-517b-49a8-afaf-f97783240bae,Física,8.1,85,2026
7c6d74e4-a8b3-45e7-9e5d-934bc79609c2,0104f45b-517b-49a8-afaf-f97783240bae,Química,3.5,75,2026
4087af38-58d4-4882-a25d-017a49e29be7,c6b6e9fb-4fca-4c82-b802-e49fb238e90a,Matemática,10,98,2026
ee504189-11f6-4e1a-a120-de8d7112865f,c6b6e9fb-4fca-4c82-b802-e49fb238e90a,Português,10,75,2026
f1b7777f-c84e-4e9f-b1a4-d64faf1d921d,c6b6e9fb-4fca-4c82-b802-e49fb238e90a,História,2.9,83,2026
8ce83e3f-6fae-472f-9195-418cc72795bd,c6b6e9fb-4fca-4c82-b802-e49fb238e90a,Física,6.8,71,2026
62e54d6c-5540-4bdf-a4a5-62bc4c1eef7c,c6b6e9fb-4fca-4c82-b802-e49fb238e90a,Química,5.3,75,2026
16aa05c1-079f-45ab-97e2-4ed54fd049eb,ed8e9425-1b3e-4ea6-b610-949281261bd1,Matemática,9.3,92,2026
b467be08-b754-43e7-8b9f-9a540632e5b3,ed8e9425-1b3e-4ea6-b610-949281261bd1,Português,7.4,74,2026
e5c05e8b-826e-4d94-8b26-690e6fe5c06b,ed8e9425-1b3e-4ea6-b610-949281261bd1,História,4.6,68,2026
ea2909bb-3771-49e8-a772-e51803a52dd9,ed8e9425-1b3e-4ea6-b610-949281261bd1,Física,9.5,92,2026
241269c6-13e0-44c4-8d62-abad67642729,ed8e9425-1b3e-4ea6-b610-949281261bd1,Química,7,96,2026
e731c304-f673-4a7a-bf29-cd7f65763669,f0741b93-3c01-4986-8491-25c26621faee,Matemática,5.7,84,2026
963bcede-2ad2-471a-951b-e5aae9a05343,f0741b93-3c01-4986-8491-25c26621faee,Português,9.3,70,2026
2a8df55f-6013-41b0-9ea0-7fedddc8036f,f0741b93-3c01-4986-8491-25c26621faee,História,6.8,92,2026
c667c11e-3e9a-442e-b502-b1cf769ef843,f0741b93-3c01-4986-8491-25c26621faee,Física,4.4,58,2026
464046a9-8b41-41e1-906d-2a1356b91ea9,f0741b93-3c01-4986-8491-25c26621faee,Química,8.5,97,2026
c19bfefe-8432-4f08-a1c1-f31d89c0df77,fd526d77-7482-41f0-acce-ef2e83d4a7fe,Matemática,4.7,84,2026
80ad0e82-bf50-4c02-8af6-0b8fa518476c,fd526d77-7482-41f0-acce-ef2e83d4a7fe,Português,8.8,82,2026
e38e1bab-67e4-459c-b09e-d6b9c7d89724,fd526d77-7482-41f0-acce-ef2e83d4a7fe,História,6.7,100,2026
cf14ae3c-f9d0-4306-8fae-87425a2022bd,fd526d77-7482-41f0-acce-ef2e83d4a7fe,Física,7.6,84,2026
680c06bb-ca86-410d-a66f-cb62035d27b0,fd526d77-7482-41f0-acce-ef2e83d4a7fe,Química,3.1,86,2026
16cb0d35-7272-4ee7-8724-7ee99233ee37,7614d2e2-efbc-4e8c-9995-6d1f47d4f94f,Matemática,8.2,70,2026
2ce7f2ec-6a9a-4e3c-8d4f-dd1bf6e7c297,7614d2e2-efbc-4e8c-9995-6d1f47d4f94f,Português,3.4,60,2026
46985919-b15e-4714-8c72-16df204ea7b8,7614d2e2-efbc-4e8c-9995-6d1f47d4f94f,História,3.1,58,2026
03169b6c-5239-4fb4-8d64-1e1f4fab71c9,7614d2e2-efbc-4e8c-9995-6d1f47d4f94f,Física,5.2,93,2026
a58440c8-ca22-4ef6-bc32-8e2025640a0f,7614d2e2-efbc-4e8c-9995-6d1f47d4f94f,Química,3.7,76,2026
41ddd099-3186-463c-845d-6ece3a42bd60,fd668867-d37e-4151-acd1-17ab869b8d35,Matemática,9.7,82,2026
2d372815-9aed-41c7-a78d-b9b2b28fa531,fd668867-d37e-4151-acd1-17ab869b8d35,Português,4.1,85,2026
8dbd6f92-4d4f-419b-b0b0-768419bad491,fd668867-d37e-4151-acd1-17ab869b8d35,História,8,95,2026
aa8c8933-2fdb-465a-8bb7-9b7cbd3ae384,fd668867-d37e-4151-acd1-17ab869b8d35,Física,5.3,75,2026
7a1be77d-4e28-47a3-9110-eb78092b1056,fd668867-d37e-4151-acd1-17ab869b8d35,Química,5,93,2026
21d36189-79e5-45e9-b60d-9cfb139b2442,68196b2e-af29-4d66-832d-08a736a48066,Matemática,10,100,2026
bb86a012-5604-4c21-bb46-9dd27cedc380,68196b2e-af29-4d66-832d-08a736a48066,Português,5.2,89,2026
0efa8770-b9e7-46e3-8bbe-419bc275753e,68196b2e-af29-4d66-832d-08a736a48066,História,5.2,76,2026
e61421a9-f97f-410e-a9a4-0f5bcb8d9b57,68196b2e-af29-4d66-832d-08a736a48066,Física,10,92,2026
87270980-3689-4170-aee8-65c4b2b8ff0b,68196b2e-af29-4d66-832d-08a736a48066,Química,5,89,2026
cdacb54f-bd3d-4d18-9697-33d18be70728,7c5b3eb0-f118-4d65-ba54-8233150c7b38,Matemática,4.4,73,2026
2f133712-4768-4710-93d8-50d89c96425f,7c5b3eb0-f118-4d65-ba54-8233150c7b38,Português,10,99,2026
b239e196-fa0e-4345-ab77-1be6c6132f3b,7c5b3eb0-f118-4d65-ba54-8233150c7b38,História,5.7,100,2026
fd75a541-a62f-4ce0-bd3d-eb5d6b6aa156,7c5b3eb0-f118-4d65-ba54-8233150c7b38,Física,2.3,77,2026
2d7c4f3e-bd0a-4078-8f84-4395986172a4,7c5b3eb0-f118-4d65-ba54-8233150c7b38,Química,7.7,95,2026
19319304-26ae-4129-84bf-ae6f6d9e6c36,26b0a8e5-6a37-4e26-b759-06f9c03fbb5f,Matemática,9.5,90,2026
4085ce8f-5f01-4fbe-9923-0ddaf62d6a78,26b0a8e5-6a37-4e26-b759-06f9c03fbb5f,Português,3,61,2026
0782a1ab-cabc-41a2-b535-4c2dcb88b557,26b0a8e5-6a37-4e26-b759-06f9c03fbb5f,História,2.6,83,2026
62f9f2ee-056f-4e61-b94e-459cc8f4fab0,26b0a8e5-6a37-4e26-b759-06f9c03fbb5f,Física,5.5,97,2026
5d87b035-c6d3-4fb3-b2c7-a42bb50c147f,26b0a8e5-6a37-4e26-b759-06f9c03fbb5f,Química,6,79,2026
5f41f6bc-6e3f-4f7f-ac3f-6775073642a1,e3598b81-4638-48eb-b34f-ea1ea215624b,Matemática,6.8,78,2026
40aa02bc-dddb-40a1-831f-51b3d95a32e2,e3598b81-4638-48eb-b34f-ea1ea215624b,Português,2.7,61,2026
e0d07724-d39a-4220-9284-06f0107dcd84,e3598b81-4638-48eb-b34f-ea1ea215624b,História,2.8,72,2026
130896ab-d504-47a0-8c0d-2205ac6ccd84,e3598b81-4638-48eb-b34f-ea1ea215624b,Física,6.8,73,2026
77d29aaf-0d48-40bc-92d1-f9ed035139a2,e3598b81-4638-48eb-b34f-ea1ea215624b,Química,9.7,96,2026
e1de5742-89b8-48b8-84fd-1392f2431d1b,59e49a4d-c83e-41bd-bad8-5d1202b7b31e,Matemática,9.5,79,2026
4273eeda-5a81-4ab0-9b22-73e047aada1b,59e49a4d-c83e-41bd-bad8-5d1202b7b31e,Português,3.9,74,2026
67b7ef6b-64ff-42ed-a8f5-bb6f8fa8f9ff,59e49a4d-c83e-41bd-bad8-5d1202b7b31e,História,1.2,61,2026
cb86ccab-f15e-475f-bbd9-f4f7031b91b1,59e49a4d-c83e-41bd-bad8-5d1202b7b31e,Física,4.7,69,2026
db820fbb-a4b3-4a81-97be-1d3ffcf0447d,59e49a4d-c83e-41bd-bad8-5d1202b7b31e,Química,8.9,79,2026
9fe4d27d-1027-4dcf-8486-7fdb61fc69ac,4511c0c9-22f9-4972-aafa-efd07d387cb6,Matemática,6.1,72,2026
2fc53568-e116-41b6-9912-9594af8a20af,4511c0c9-22f9-4972-aafa-efd07d387cb6,Português,8.2,75,2026
457a158d-466b-4669-9a66-4ac880636d0f,4511c0c9-22f9-4972-aafa-efd07d387cb6,História,10,72,2026
3b37ac8c-fe19-43c8-aeaa-a7669400b65d,4511c0c9-22f9-4972-aafa-efd07d387cb6,Física,2.2,92,2026
37d7c157-e10a-4132-bd07-2c6a97af340a,4511c0c9-22f9-4972-aafa-efd07d387cb6,Química,10,86,2026
058e04d8-7c04-4f93-8c46-0ec2d219b18b,b6c05e42-b9b8-43d5-a738-b9eaee88a4b8,Matemática,6,90,2026
10875b68-6d74-465d-9e41-16ace9e42101,b6c05e42-b9b8-43d5-a738-b9eaee88a4b8,Português,6,77,2026
5ef4f0c3-93ea-4601-8718-4b7bd3da877a,b6c05e42-b9b8-43d5-a738-b9eaee88a4b8,História,2.6,58,2026
2483d01d-e106-4c97-b922-968a32bda92f,b6c05e42-b9b8-43d5-a738-b9eaee88a4b8,Física,7.9,77,2026
897ad2bc-dee2-41f4-bd68-98755777029b,b6c05e42-b9b8-43d5-a738-b9eaee88a4b8,Química,6.1,77,2026
c2777ee8-d892-487b-8845-6b3d3ffe892a,a3c405b3-fc4b-4211-93a1-e6d8d40a93ef,Matemática,10,74,2026
6cb7523b-7953-4f2a-a7d3-50bc6ea3641f,a3c405b3-fc4b-4211-93a1-e6d8d40a93ef,Português,6.7,77,2026
ce774e0b-d29f-4acb-8262-ff355cca3e58,a3c405b3-fc4b-4211-93a1-e6d8d40a93ef,História,10,88,2026
9a251397-0927-417e-a2e3-11f5229473f4,a3c405b3-fc4b-4211-93a1-e6d8d40a93ef,Física,4.5,80,2026
7d739920-9c66-4838-9de3-3b3fa70afde0,a3c405b3-fc4b-4211-93a1-e6d8d40a93ef,Química,10,99,2026
36a674e0-2157-42fb-990c-01e1f33f91d4,870a71f7-1f82-4ae2-8c54-7e96e50982fa,Matemática,8.6,88,2026
e04af622-fbcb-44af-aaa8-383dc6471da9,870a71f7-1f82-4ae2-8c54-7e96e50982fa,Português,8.9,87,2026
61c95709-5d3c-4ce0-a422-86e7f561d18e,870a71f7-1f82-4ae2-8c54-7e96e50982fa,História,10,79,2026
e14a44f1-9e5d-4106-b462-60974f0435e4,870a71f7-1f82-4ae2-8c54-7e96e50982fa,Física,5.1,95,2026
f25fa338-1c79-434a-8f48-a2901e1014ed,870a71f7-1f82-4ae2-8c54-7e96e50982fa,Química,5.3,97,2026
daad891f-a388-43e8-aa4a-3f06e975c5f8,637f7038-4dae-4d28-a7d2-29391f5c9e08,Matemática,9.8,91,2026
f1dbfa79-5d3a-4318-a97a-298ef97b15f5,637f7038-4dae-4d28-a7d2-29391f5c9e08,Português,3.8,70,2026
4b8be8d6-6479-4d39-b0e3-7808048b364b,637f7038-4dae-4d28-a7d2-29391f5c9e08,História,5.5,80,2026
a8091dca-5dd3-485e-8ad3-4ebd7937ce60,637f7038-4dae-4d28-a7d2-29391f5c9e08,Física,6.2,77,2026
be227513-4b67-45b4-a369-8a28b8262214,637f7038-4dae-4d28-a7d2-29391f5c9e08,Química,7.2,72,2026
1cc986d6-aa1d-4dea-9b13-096df27a3ee0,8c96de64-318f-47ea-adcc-1ae1f5e2360f,Matemática,6,78,2026
bf5c6103-7bb8-468f-a9db-7749ae40e925,8c96de64-318f-47ea-adcc-1ae1f5e2360f,Português,4.2,78,2026
7aa2285b-45bd-4efe-90ee-cfd6287e5450,8c96de64-318f-47ea-adcc-1ae1f5e2360f,História,6.9,98,2026
c05cd48b-ea33-4f6b-b5e3-4718ef362fc3,8c96de64-318f-47ea-adcc-1ae1f5e2360f,Física,10,87,2026
702e5763-98fd-4f89-88b2-c8fae7a80f0c,8c96de64-318f-47ea-adcc-1ae1f5e2360f,Química,10,86,2026
6b98a334-ada4-4907-94f9-8590ea483cbc,2c2954af-1763-400e-942d-eda3ff06bc48,Matemática,3.6,77,2026
a028e0e6-9bb7-423d-8970-ba549e050388,2c2954af-1763-400e-942d-eda3ff06bc48,Português,7,82,2026
876a8f88-e149-46b3-a3f1-626efe2dda0f,2c2954af-1763-400e-942d-eda3ff06bc48,História,9.1,80,2026
3257380b-7ada-4686-95e5-e106c20fbbe6,2c2954af-1763-400e-942d-eda3ff06bc48,Física,2,100,2026
956bc718-6848-421a-a628-bf406742d290,2c2954af-1763-400e-942d-eda3ff06bc48,Química,4.7,58,2026
78351db0-18ad-47d2-9fa4-10d0e10e16fa,22afda24-772b-4c6e-9bba-167718d532d0,Matemática,7.6,97,2026
d22223fc-2dd2-4a42-bb31-558de05496e0,22afda24-772b-4c6e-9bba-167718d532d0,Português,8.5,91,2026
5db6b8f8-a34e-45bd-a749-0cbcbb60e107,22afda24-772b-4c6e-9bba-167718d532d0,História,5.8,93,2026
672579ac-9f6a-4e34-b8e0-4b59dd0c2090,22afda24-772b-4c6e-9bba-167718d532d0,Física,7.8,95,2026
ee5f566b-44eb-4ac8-a5ef-d282db73f3d3,22afda24-772b-4c6e-9bba-167718d532d0,Química,3.9,95,2026
abc59fee-c780-45f1-9395-8715e1633dbb,37fdab51-9a1e-4d58-9988-34fadc6e0e8d,Matemática,8.6,99,2026
ab71f21d-02b0-4039-b7bf-967700b70d79,37fdab51-9a1e-4d58-9988-34fadc6e0e8d,Português,5.8,72,2026
15c45ebe-08b9-41ef-aa81-17d99b71d870,37fdab51-9a1e-4d58-9988-34fadc6e0e8d,História,8.3,92,2026
9ba7bb06-1414-4005-a849-85bca5f38b27,37fdab51-9a1e-4d58-9988-34fadc6e0e8d,Física,4.7,77,2026
d8396b5f-9f4b-4c30-9ccc-59b5a3f4149b,37fdab51-9a1e-4d58-9988-34fadc6e0e8d,Química,8.4,80,2026
a91b5c97-0866-4692-9aef-b2dc3b6252f9,8e2612f5-e6be-4aee-bbcc-4af0373360f0,Matemática,7.8,74,2026
3601ed16-2478-4ad7-9e2f-f5bef241f34c,8e2612f5-e6be-4aee-bbcc-4af0373360f0,Português,3.1,71,2026
b351f56f-2212-47c9-94b6-d428f2fb3e23,8e2612f5-e6be-4aee-bbcc-4af0373360f0,História,6.1,97,2026
763091b3-b3fc-4305-9f25-8e924591f0fb,8e2612f5-e6be-4aee-bbcc-4af0373360f0,Física,10,88,2026
ef51dad8-cf76-4e12-8ce3-61a86ffef67f,8e2612f5-e6be-4aee-bbcc-4af0373360f0,Química,6.6,97,2026
25f81481-2fb9-4cc3-abc4-d260e1c0addd,e170775d-c0fd-4fd9-91e0-9e71261c8f06,Matemática,2.5,99,2026
5df37d8c-7d2c-46a8-aa81-15200808f667,e170775d-c0fd-4fd9-91e0-9e71261c8f06,Português,8.1,82,2026
04ea624f-f769-4362-a898-c234270a2074,e170775d-c0fd-4fd9-91e0-9e71261c8f06,História,10,83,2026
6676a9c9-0545-4264-acc0-5f67e9f2c9c2,e170775d-c0fd-4fd9-91e0-9e71261c8f06,Física,3,81,2026
e0b9d419-9a0b-4395-a8e9-83b294f6afe1,e170775d-c0fd-4fd9-91e0-9e71261c8f06,Química,7.5,78,2026
01b9735d-baaf-41fb-9b93-621873e6cc46,f024540d-cb7c-4132-99f8-19466b3d668d,Matemática,6.2,87,2026
2a2c992d-e2fe-4226-bd76-7dee245bd2ff,f024540d-cb7c-4132-99f8-19466b3d668d,Português,7.2,82,2026
843db51c-6140-4197-ac69-f3acfbf4488b,f024540d-cb7c-4132-99f8-19466b3d668d,História,7.6,74,2026
26faafc3-6fe1-4625-a22f-b0490bf7aa92,f024540d-cb7c-4132-99f8-19466b3d668d,Física,10,82,2026
454876e8-c1aa-4d38-af34-fca50750d6bd,f024540d-cb7c-4132-99f8-19466b3d668d,Química,3.6,80,2026
c52354b1-05f8-4f3a-9dfa-20ada27e71b9,2faccf1a-703f-4462-8846-c3e1ab57f920,Matemática,10,71,2026
343ed1ee-cf0f-4561-a771-e255edfd3edc,2faccf1a-703f-4462-8846-c3e1ab57f920,Português,2.6,93,2026
9277d200-45bd-4fb3-b19e-e45cc0c2556b,2faccf1a-703f-4462-8846-c3e1ab57f920,História,9.6,88,2026
3e9008a4-3214-4f5f-b584-82baa5d609eb,2faccf1a-703f-4462-8846-c3e1ab57f920,Física,10,85,2026
c37bedf7-12f3-4809-9926-76abee8f6808,2faccf1a-703f-4462-8846-c3e1ab57f920,Química,6.2,86,2026
8c10cdcd-dcce-473a-b823-5783e2efeb47,5485c582-c758-494a-a40f-6e8aaf55d360,Matemática,5.2,87,2026
55046523-3a4f-4d20-afc6-10602d887537,5485c582-c758-494a-a40f-6e8aaf55d360,Português,10,77,2026
4e43ac94-3749-481b-97bb-624504b6e9f6,5485c582-c758-494a-a40f-6e8aaf55d360,História,3.9,75,2026
02982ef0-9141-4928-be93-e2ce4cabee71,5485c582-c758-494a-a40f-6e8aaf55d360,Física,5.1,84,2026
fe179deb-3bd6-4975-b38f-d5489520f1c2,5485c582-c758-494a-a40f-6e8aaf55d360,Química,10,94,2026
83ea2c5b-8dc8-428d-b87e-89e039e882b7,10139836-38f4-4ce1-8520-24ccd5a8b895,Matemática,10,81,2026
d0c60ba5-64ee-4b77-b6f4-8e28bec97e18,10139836-38f4-4ce1-8520-24ccd5a8b895,Português,6.3,74,2026
7b3882e6-1903-4fb3-87d3-d819f2635df4,10139836-38f4-4ce1-8520-24ccd5a8b895,História,2.4,90,2026
